page_id	text	url
89	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
90	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
91	 Alibaba.com 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
92	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
93	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
94	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
95	 Categories 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
96	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
97	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
98	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
99	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
100	 Vehicle Parts & Accessories / Automotive accessories, Electornics & Tools / Vehicles & Transportation 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
101	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
102	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
103	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
104	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
105	Vehicle Parts & Accessories	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
106	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
107	 Air Conditioning Systems ATV/UTV Parts & Accessories Auto Body Systems Auto Brake Systems Auto Drive Systems Auto Electrical Systems View more 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
108	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
109	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
110	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
111	Vehicle Accessories, Electronics, & Tools	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
112	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
113	 Auto Electronics Automobile interconnected products Car Care & Cleanings Exterior Accessories Fluid & Chemicals Interior Accessories View more 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
114	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
115	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
116	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
117	Vehicles & Transportation	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
118	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
119	 ATVs & UTVs Automotives Bus Containers Emergency Vehicles Golf Carts View more 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
120	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
121	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
122	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
123	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
124	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
125	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
126	 Industrial Machinery / Construction & Building Machinery 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
127	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
128	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
129	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
130	 	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
131	Industrial Machinery	https://www.alibaba.com/trade/search?spm=a27aq.cp_44.4746171840.91.1a523ccfVDkIDu&categoryId=100009272&SearchText=Tablet+PC+Stands&indexArea=product_en&fsb=y&productId=1600950635755
